model,precision,set,kind,arm,k,k_is_main,norm,a,b,delta,ci_low,ci_high,se,p_boot,n,n_better,n_worse,n_tied,n_clusters,cl_ci_low,cl_ci_high,p_wilcoxon
drax,,earnings22,lowT,lowT,16,True,legacy,mbr,rover_cg,-0.061330880098129405,-0.4583547098836422,0.3437796429131387,0.21078430814525428,0.654,200,18,21,161,6,-0.3846322241681261,0.22402688322598713,0.7802684602712046
drax,,earnings22,lowT,lowT,16,True,whisper,mbr,rover_cg,-0.24883359253499224,-0.6463626769905654,0.12929401407011065,0.19668977682559488,0.9145,200,16,23,161,6,-0.6472491909385113,0.18007202881152462,0.21704390775694227
drax,,earnings22,lowT,lowT,16,True,legacy,cm05,rover_cg,-0.030665440049064702,-0.45510054031557085,0.39526995317404856,0.2176283892093528,0.5925,200,18,21,161,6,-0.4363192435836415,0.4941087039148613,0.9083156399437511
drax,,earnings22,lowT,lowT,16,True,whisper,cm05,rover_cg,-0.2177293934681182,-0.5806845965770171,0.15250420655333471,0.18977232961338028,0.891,200,16,23,161,6,-0.49019607843137253,0.07847240387130526,0.2623316754083572
drax,,earnings22,lowT,lowT,16,True,legacy,conf,rover_c,0.7666360012266176,0.09046093741509906,1.502858637501348,0.35489866010193755,0.017,200,48,28,124,6,0.21212121212121213,1.5146404865788385,0.03864282714975882
drax,,earnings22,lowT,lowT,16,True,whisper,conf,rover_c,0.8087091757387247,0.19514138044294885,1.4276567106996032,0.319335638194144,0.006,200,46,23,131,6,0.0,1.5856236786469344,0.01485232009233631
drax,,earnings22,lowT,lowT,16,True,legacy,conf,rover_freq,0.9199632014719411,0.24641757291732086,1.605929586164299,0.34340372785737344,0.005,200,47,27,126,6,0.3333333333333333,1.6751892001126265,0.008384945049202138
drax,,earnings22,lowT,lowT,16,True,whisper,conf,rover_freq,0.9020217729393468,0.29361873582945497,1.5285321907273124,0.32127343415648446,0.004,200,47,22,131,6,0.18103960585844645,1.5335463258785942,0.007372652625698132
drax,,earnings22,lowT,lowT,16,True,legacy,first,rover_cg,1.134621281815394,0.41479544331515544,1.9689870145229913,0.3930965069805999,0.0025,200,50,31,119,6,0.3560830860534125,1.9148936170212767,0.004398990608267508
drax,,earnings22,lowT,lowT,16,True,whisper,first,rover_cg,1.3374805598755832,0.5869328273066231,2.130476403071769,0.38754877000163307,0.0,200,51,25,124,6,0.811776339647895,1.9375672766415502,0.0006494368769124244
drax,,earnings22,lowT,lowT,16,True,legacy,conf,mbr,0.613308800981294,-0.06173078023928101,1.2715048678465841,0.34215571627467206,0.04,200,42,27,131,6,0.11985617259288853,1.3685550604710375,0.0926586190655296
drax,,earnings22,lowT,lowT,16,True,whisper,conf,mbr,0.7153965785381027,0.12219255964654231,1.3055941478812785,0.3058845604933734,0.009,200,41,23,136,6,0.14367816091954022,1.2041322766370133,0.024729092149749794
drax,,earnings22,lowT,lowT,16,True,legacy,first,conf,0.5826433609322293,-0.2331476805100885,1.5058505401188935,0.4523258127702759,0.0905,200,47,41,112,6,0.2092435463555101,1.1589569409128984,0.2431295912136433
drax,,earnings22,lowT,lowT,16,True,whisper,first,conf,0.8709175738724728,0.12396683189478966,1.6408573562769746,0.3880359388916529,0.0125,200,47,31,122,6,0.25559105431309903,1.7590936195587359,0.024179236875222297
drax,,earnings22,lowT,lowT,16,True,legacy,rover_freq,rover_cg,-0.36798528058877644,-0.7020075670299437,-0.03041086042910862,0.17058764351678404,0.9855,200,8,21,171,6,-0.637213254035684,-0.1323260009473128,0.03389485352468924
drax,,earnings22,lowT,lowT,16,True,whisper,rover_freq,rover_cg,-0.4354587869362364,-0.7742814729723321,-0.142892608646427,0.1624282222770985,0.998,200,7,21,172,6,-0.7036758050685975,-0.16369288662515197,0.00815097159350269
drax,,earnings22,main,main,16,True,legacy,conf,rover_cg,2.54211942976772,1.3034895247055662,3.980974824127537,0.6824293939449567,0.0,600,196,121,283,6,1.9049778886495068,3.30903621427745,3.2966438641205906e-06
