model,precision,arm,norm,a,b,n_sig_positive,n_sig_negative,k_sets,pooled,ci_low,ci_high,tau2,I2,n_positive
whisfusion,,main,legacy,conf,rover_c,14,0,14,4.38368561240874,3.546020650530885,5.221350574286595,2.3986321829575443,0.9500475254120537,14
whisfusion,,main,legacy,conf,rover_cg,14,0,14,4.42852965257425,3.596032034460988,5.261027270687512,2.3680395764086715,0.9496655420100714,14
whisfusion,,main,legacy,conf,rover_freq,14,0,14,3.7023935589423718,2.9779089563950474,4.426878161489697,1.7573724201989447,0.9348618251020311,14
whisfusion,,main,legacy,first,conf,14,0,14,7.44487654295689,6.7638559931731805,8.1258970927406,1.3563859961127556,0.8228361157577575,14
whisfusion,,main,legacy,first,rover_cg,14,0,14,11.980007077501291,10.627437716999095,13.332576438003487,6.319013913725974,0.9546801575611117,14
whisfusion,,main,legacy,mbr,rover_cg,14,0,14,2.771902461693344,2.174667515457888,3.3691374079288,1.2271394716718478,0.9550159165121175,14
whisfusion,,main,legacy,rover_freq,rover_cg,13,0,14,0.6426742516907994,0.4748323581529186,0.8105161452286802,0.07603090945367033,0.8032060232091187,14
whisfusion,,main,whisper,cm05,rover_cg,12,0,14,1.7798565364823735,1.3741054157291765,2.1856076572355705,0.5087346036453614,0.8734488422290219,14
whisfusion,,main,whisper,conf,mbr,12,0,14,1.5158341979724987,1.1823387173371096,1.8493296786078879,0.28690913151790004,0.7496556406604897,14
whisfusion,,main,whisper,conf,rover_c,13,0,14,3.137785411358017,2.5934463858619026,3.6821244368541315,0.9314809932527497,0.8859453545382838,14
whisfusion,,main,whisper,conf,rover_cg,14,0,14,3.1501233306596546,2.620572775647293,3.679673885672016,0.8732380726991169,0.8787004808908848,14
whisfusion,,main,whisper,conf,rover_freq,14,0,14,3.7290278816474136,2.976269262312421,4.481786500982406,1.905775019837167,0.9384459572999826,14
