model,precision,set,kind,arm,k,k_is_main,norm,a,b,delta,ci_low,ci_high,se,p_boot,n,n_better,n_worse,n_tied,n_clusters,cl_ci_low,cl_ci_high,p_wilcoxon
drax,,ls-tc-babble0,main,ref,4,True,legacy,first,conf,0.17618927762396175,-0.37353952492297976,0.7426456957159252,0.28394169538310465,0.26,600,130,113,357,40,-0.341932776545467,0.7214220962632161,0.2952598087681325
drax,,ls-tc-babble0,main,ref,4,True,whisper,first,conf,0.2662451119061486,-0.26856872213346333,0.8078726665507137,0.27495496477437825,0.157,600,133,112,355,40,-0.2603229022690945,0.8261064643762519,0.16560641233608897
drax,,ls-tc-babble0,main,ref,4,True,legacy,rover_freq,rover_cg,-0.08389965601141035,-0.3308810901338933,0.16257581799483703,0.12458458247163942,0.775,600,67,80,453,40,-0.31493173279445674,0.13074806283222462,0.5114398572382088
drax,,ls-tc-babble0,main,ref,4,True,whisper,rover_freq,rover_cg,-0.0748814377236043,-0.31320836408302505,0.16967366488348054,0.12268983307145913,0.7495,600,66,78,456,40,-0.3099749164004667,0.1452391963018453,0.554145061519951
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,conf,rover_cg,0.41354355130524684,0.025471122374578825,0.7994120920513682,0.19952714233152025,0.023,200,25,14,161,40,0.027420060719689835,0.8191508095867934,0.036426538627777415
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,conf,rover_cg,-1.712678936605317,-2.53134358934869,-1.000418282395958,0.39647282676533,1.0,200,18,44,138,40,-2.58927453069367,-0.8558270236371519,7.568286508232028e-06
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,mbr,rover_cg,0.10338588782631171,-0.026393583955113317,0.24753395641993545,0.07193254480913511,0.1045,200,6,2,192,40,-0.02732502720250353,0.24346110916058494,0.15729920705028502
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,mbr,rover_cg,-2.0194274028629855,-2.7846206397901776,-1.3411703351543935,0.3739627091312828,1.0,200,7,37,156,40,-2.9366652271815914,-1.195389082360373,6.426001619801376e-08
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,cm05,rover_cg,0.10338588782631171,-0.026783090568478166,0.2467101032611467,0.07176856787072597,0.0975,200,6,2,192,40,-0.04970333510259666,0.26022015312259095,0.15729920705028502
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,cm05,rover_cg,-2.0705521472392636,-2.8544759833222106,-1.3992695441806298,0.37956187790791224,1.0,200,6,37,157,40,-2.977872754351684,-1.2426336375488936,5.7846693274678736e-08
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,conf,rover_c,0.41354355130524684,0.02643929327683654,0.8117809764426828,0.19945621480882117,0.0195,200,24,12,164,40,0.025726199222366717,0.8112484460954611,0.039927406221429027
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,conf,rover_c,-1.738241308793456,-2.534977045419703,-1.0213759628364965,0.39535151325634754,1.0,200,17,44,139,40,-2.6387771949926337,-0.8727407040412237,5.756161509821877e-06
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,conf,rover_freq,0.36185060739209096,-0.05121934706991247,0.7808986148028157,0.20892712994450652,0.0435,200,23,14,163,40,-0.04994860202067194,0.792410081315767,0.07500818392854486
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,conf,rover_freq,-1.7893660531697342,-2.6161022726790457,-1.0562318612728467,0.4077563976236282,1.0,200,16,45,139,40,-2.6522221356441933,-0.887368115437955,9.647276925667975e-06
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,first,rover_cg,0.6203153269578703,0.2383380043963825,1.0565586891001593,0.21188451841902686,0.001,200,22,9,169,40,0.2773689818844356,1.0038868699007837,0.003862120381239022
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,first,rover_cg,-1.4826175869120655,-2.4104523956883313,-0.6963324953786436,0.4327560677810552,1.0,200,19,41,140,40,-2.465597387069493,-0.5160707287496751,0.0004815379018460381
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,conf,mbr,0.31015766347893514,-0.0793451386680901,0.7108074137540812,0.20195816183835635,0.07,200,21,15,164,40,-0.07539867465533087,0.7274137418426446,0.10340484330658414
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,conf,mbr,0.3067484662576687,-0.080045362513761,0.6935998080549172,0.19875549759075395,0.068,200,20,15,165,40,-0.05155574189505378,0.7006309250529681,0.10056594577634716
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,first,conf,0.20677177565262342,-0.2568334927685815,0.7125435271553435,0.24881759953472676,0.2165,200,21,17,162,40,-0.24125421382805348,0.6611730558143569,0.5773830544494964
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,first,conf,0.23006134969325154,-0.24957979442832373,0.7510095134736783,0.26376416617271925,0.196,200,22,18,160,40,-0.23888216560509554,0.688216470622567,0.5026749865155679
drax,,ls-tc-babble10,lowT,lowT,16,True,legacy,rover_freq,rover_cg,0.051692943913155855,-0.10562590018902879,0.20487475438009833,0.08151784772196694,0.327,200,6,4,190,40,-0.1328471406367644,0.2203669288619063,0.5270892568655381
drax,,ls-tc-babble10,lowT,lowT,16,True,whisper,rover_freq,rover_cg,0.07668711656441718,-0.07684672588389625,0.22693175798525608,0.07663229361864297,0.2105,200,6,3,191,40,-0.10088038402759332,0.23542218744256901,0.31731050786291415
drax,,ls-tc-babble10,main,main,16,True,legacy,conf,rover_cg,1.1913751153620271,0.852022846565258,1.5221161485472832,0.17054121066140018,0.0,600,122,38,440,40,0.842711284136998,1.5699667032127111,3.860791265033423e-12
drax,,ls-tc-babble10,main,main,16,True,whisper,conf,rover_cg,-0.8320159747067144,-1.3046511594507468,-0.3863139704980549,0.23760204172015537,1.0,600,103,122,375,40,-1.6261481725499591,-0.11439475142361806,0.0001507943547422855
drax,,ls-tc-babble10,main,main,16,True,legacy,mbr,rover_cg,0.025169896803423106,-0.12656622892854968,0.18427351470281275,0.08025645782523724,0.411,600,34,33,533,40,-0.13033011417399415,0.19806672910952589,0.8177107095194536
drax,,ls-tc-babble10,main,main,16,True,whisper,mbr,rover_cg,-1.8137948248606373,-2.189752778022971,-1.4302165766517712,0.1978101577213078,1.0,600,28,127,445,40,-2.454859981297219,-1.2408220938002965,1.3170782068956151e-19
drax,,ls-tc-babble10,main,main,16,True,legacy,cm05,rover_cg,0.3355986240456414,0.11617317403018715,0.5379055138263824,0.1065906636268667,0.001,600,60,31,509,40,0.08209840403694521,0.6008192526409579,0.0024383654267110207
drax,,ls-tc-babble10,main,main,16,True,whisper,cm05,rover_cg,-1.5392295532074216,-1.971823754960163,-1.1252435123133964,0.21355650044173935,1.0,600,51,124,425,40,-2.2685907795334197,-0.9190742917110604,3.218346533536766e-13
drax,,ls-tc-babble10,main,main,16,True,legacy,conf,rover_c,1.2333249433677322,0.9039537187275497,1.5630284062132753,0.16654154416850547,0.0,600,118,28,454,40,0.8911504355960033,1.5894260026400122,9.229170599682705e-14
drax,,ls-tc-babble10,main,main,16,True,whisper,conf,rover_c,-0.7987353357184458,-1.2692319102017977,-0.3582032835430784,0.23676419128266196,1.0,600,100,116,384,40,-1.5611118192365538,-0.09483863505194137,0.00021485870807201837
drax,,ls-tc-babble10,main,main,16,True,legacy,conf,rover_freq,1.2333249433677322,0.8804272614209161,1.5762110628618113,0.1785193307969572,0.0,600,116,32,452,40,0.894572362556591,1.5765134697468235,8.482691425931815e-13
drax,,ls-tc-babble10,main,main,16,True,whisper,conf,rover_freq,-0.7737748564772443,-1.2641712146581485,-0.3246774487385942,0.24103687965138082,1.0,600,102,119,379,40,-1.520513753790186,-0.10081760991361992,0.0003595494226196064
drax,,ls-tc-babble10,main,main,16,True,legacy,first,rover_cg,4.010403557345415,3.495104176524334,4.52081818472398,0.2645640973323913,0.0,600,260,25,315,40,3.463234700292172,4.625386208098211,3.6609872672387888e-40
drax,,ls-tc-babble10,main,main,16,True,whisper,first,rover_cg,1.9219569015725102,1.344429687771766,2.495455901573382,0.2943496227294808,0.0,600,219,91,290,40,1.189406368856738,2.6295404902201227,2.218769816337981e-09
drax,,ls-tc-babble10,main,main,16,True,legacy,conf,mbr,1.1662052185586038,0.8262222333275031,1.5038534520632716,0.17458943117166117,0.0,600,109,30,461,40,0.8242696220921844,1.5083567396327602,1.3126397725342982e-11
drax,,ls-tc-babble10,main,main,16,True,whisper,conf,mbr,0.981778850153923,0.6604516491649355,1.2882120497680027,0.1572337387613185,0.0,600,109,35,456,40,0.6300929308004152,1.3249073940496927,2.224134286510933e-09
drax,,ls-tc-babble10,main,main,16,True,legacy,first,conf,2.819028441983388,2.3212228852487726,3.343602198630915,0.26272698422611274,0.0,600,217,55,328,40,2.271596089706888,3.446819909389361,1.1620095863800097e-23
drax,,ls-tc-babble10,main,main,16,True,whisper,first,conf,2.7539728762792244,2.2732994037163023,3.2620289822984816,0.25370966384294386,0.0,600,216,51,333,40,2.272665165911193,3.3257763079409357,1.6314727139355027e-24
drax,,ls-tc-babble10,main,main,16,True,legacy,rover_freq,rover_cg,-0.041949828005705174,-0.1839264736945085,0.0913173779424899,0.07041988480616793,0.7485,600,29,32,539,40,-0.1757665051939318,0.10155739881970535,0.5525702328624491
drax,,ls-tc-babble10,main,main,16,True,whisper,rover_freq,rover_cg,-0.05824111822947001,-0.20045739676506075,0.08095201621990485,0.07194885628646525,0.8095,600,29,33,538,40,-0.19221444651495206,0.084097488928611,0.41569081034727795
drax,,ls-tc-babble10,main,ref,4,True,legacy,conf,rover_cg,0.17618927762396175,-0.008360859632492756,0.3746376698050102,0.09790327150765935,0.035,600,43,30,527,40,-0.03356839165969246,0.38948995946956544,0.08450922886876198
drax,,ls-tc-babble10,main,ref,4,True,whisper,conf,rover_cg,-1.7555537066311673,-2.158030773874959,-1.3283557685127863,0.21261557612109397,1.0,600,36,126,438,40,-2.458020143597845,-1.1473672761913585,1.2143362577568912e-16
drax,,ls-tc-babble10,main,ref,4,True,legacy,mbr,rover_cg,-0.05033979360684621,-0.18418023575048936,0.08976318181915495,0.06983854864000903,0.776,600,27,32,541,40,-0.168799537276174,0.07858632857863096,0.4656427708491019
drax,,ls-tc-babble10,main,ref,4,True,whisper,mbr,rover_cg,-1.9219569015725102,-2.317969100004692,-1.5234226590830016,0.20197703895856553,1.0,600,27,126,447,40,-2.543592666397934,-1.3729556845590714,2.327315931795589e-20
drax,,ls-tc-babble10,main,ref,4,True,legacy,cm05,rover_cg,-0.12584948401711554,-0.250772485743142,0.0,0.06525632599714805,0.976,600,18,31,551,40,-0.27856507796804386,0.008494968046250646,0.0547783175990755
drax,,ls-tc-babble10,main,ref,4,True,whisper,cm05,rover_cg,-2.021798818537316,-2.401889080888696,-1.6337255477759018,0.1978722846907554,1.0,600,17,127,456,40,-2.671845615441627,-1.4646883546803993,1.2689306484415583e-21
drax,,ls-tc-babble10,main,ref,4,True,legacy,conf,rover_c,0.27686886483765416,0.10024034478743522,0.45963297772252515,0.09148880923491493,0.0,600,41,18,541,40,0.07447586186376375,0.4830937655404547,0.0030337222712069284
drax,,ls-tc-babble10,main,ref,4,True,whisper,conf,rover_c,-1.6723521091604958,-2.077712011291958,-1.2587858468860815,0.21139231032245792,1.0,600,35,117,448,40,-2.4093555359526895,-1.062676904913595,9.427318794742712e-16
drax,,ls-tc-babble10,main,ref,4,True,legacy,conf,rover_freq,0.2600889336353721,0.08578077540423582,0.442388421801229,0.090120481717404,0.0025,600,45,22,533,40,0.06710437866091348,0.446705524446836,0.005151237988530718
drax,,ls-tc-babble10,main,ref,4,True,whisper,conf,rover_freq,-1.68899242865463,-2.093065969390874,-1.2824129673472302,0.2082200005959601,1.0,600,36,122,442,40,-2.4244969695716265,-1.0701154251660077,2.8728631433338015e-16
drax,,ls-tc-babble10,main,ref,4,True,legacy,first,rover_cg,0.3607685208490645,0.15582771262916728,0.5674661635986131,0.10765159588606751,0.0005,600,59,32,509,40,0.12241048603868437,0.6341629073308559,0.0009449870243855433
drax,,ls-tc-babble10,main,ref,4,True,whisper,first,rover_cg,-1.5475497129544886,-1.9603383158385186,-1.1336332031208494,0.21374577913984563,1.0,600,48,124,428,40,-2.2075324863968064,-0.942522511285065,2.6334327152073167e-13
drax,,ls-tc-babble10,main,ref,4,True,legacy,conf,mbr,0.22652907123080795,0.05004311518470413,0.4081350331945691,0.0930885959728493,0.0065,600,40,22,538,40,0.03364745506349473,0.41957010099124936,0.020797377188569766
drax,,ls-tc-babble10,main,ref,4,True,whisper,conf,mbr,0.16640319494134287,-0.008694329284157849,0.3494257504966614,0.09183771018887844,0.0375,600,35,25,540,40,-0.03420536824215225,0.35959609139202037,0.10334953729439318
drax,,ls-tc-babble10,main,ref,4,True,legacy,first,conf,0.18457924322510277,-0.040580621852394645,0.4167653908478277,0.11539206928320508,0.0585,600,52,36,512,40,-0.07038298722202815,0.4521425177818733,0.11411915780557043
drax,,ls-tc-babble10,main,ref,4,True,whisper,first,conf,0.2080039936766786,-0.01660162662167633,0.4186564447394906,0.11471446994729627,0.0355,600,51,32,517,40,-0.025160983716988543,0.45311969379431544,0.06977619064041359
drax,,ls-tc-babble10,main,ref,4,True,legacy,rover_freq,rover_cg,-0.08389965601141035,-0.19961036181116643,0.024919549393792553,0.05611621017933517,0.948,600,17,27,556,40,-0.20023110006212483,0.03379627317352033,0.13166801602281422
drax,,ls-tc-babble10,main,ref,4,True,whisper,rover_freq,rover_cg,-0.06656127797653714,-0.17803674030913652,0.041586619554310415,0.054166540774689215,0.905,600,17,25,558,40,-0.18101483341730798,0.04943206285517848,0.21704390775694227
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,conf,rover_cg,0.8012406306539157,0.2777146985962015,1.3389902564573948,0.27431752137155146,0.0025,200,38,20,142,40,0.22526596184011255,1.3845902307124118,0.005010088108075835
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,conf,rover_cg,-1.0480572597137015,-1.8727049623178849,-0.2598642274349822,0.4105530300339891,0.9965,200,30,45,125,40,-1.9246893439540238,-0.2994405840449856,0.008133383854524173
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,mbr,rover_cg,0.0,-0.2513329618591431,0.27510884450611706,0.13401051525805055,0.541,200,12,13,175,40,-0.2744106593349561,0.2905424608766016,1.0
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,mbr,rover_cg,-1.8660531697341514,-2.5774405885484732,-1.174960337548521,0.3565262994747619,1.0,200,11,46,143,40,-2.6178215536192213,-1.122273704499963,2.3017830189175043e-07
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,cm05,rover_cg,0.18092530369604548,-0.10970729176714895,0.47692127928158246,0.1519143622762231,0.137,200,19,13,168,40,-0.1323194604025703,0.4934583610697073,0.23672357063785732
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,cm05,rover_cg,-1.712678936605317,-2.5059482304410623,-0.9935628533871884,0.3842648740601458,1.0,200,18,46,136,40,-2.516290885040885,-0.8946747586166788,6.028698394136611e-06
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,conf,rover_c,0.8012406306539157,0.2506445060753355,1.3566840076866433,0.2826108172772741,0.0025,200,36,17,147,40,0.21526361480153913,1.4000208896534774,0.008129349872823235
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,conf,rover_c,-0.9969325153374233,-1.8182898717764011,-0.2182373869318157,0.41085614311262797,0.9955,200,28,42,130,40,-1.8771176303681407,-0.22173962658227656,0.010298957380044856
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,conf,rover_freq,0.8012406306539157,0.2612242970440858,1.3517250359751185,0.2797608809818679,0.0035,200,36,15,149,40,0.20691063780005992,1.4237104118132435,0.009373209976717185
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,conf,rover_freq,-1.0224948875255624,-1.8903390180717807,-0.22629270956758585,0.4242065136020956,0.995,200,29,43,128,40,-1.9564888060163574,-0.18546540243490722,0.008476926528788863
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,first,rover_cg,1.033858878263117,0.4671593536534015,1.5641794775211566,0.28146591052546566,0.0,200,45,16,139,40,0.5872529950669486,1.5023795129233057,0.00047629989121313716
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,first,rover_cg,-0.8179959100204499,-1.7013269064045602,-0.025146020069788357,0.4204586252513544,0.982,200,36,43,121,40,-1.682411537491775,0.0796159768559561,0.034553738871580024
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,conf,mbr,0.8012406306539157,0.23710457525115392,1.3797526223686063,0.2865051917383004,0.004,200,35,16,149,40,0.20958378418070958,1.4052346868093804,0.010096873771995354
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,conf,mbr,0.8179959100204499,0.270109695203729,1.382047682864125,0.2832329162330857,0.0035,200,35,18,147,40,0.2375244065104697,1.393511811469745,0.005476148104967584
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,first,conf,0.23261824760920136,-0.4261184304953765,0.8249663308065478,0.318017684461417,0.269,200,35,26,139,40,-0.2905479489920023,0.8360714867753772,0.4230244902106254
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,first,conf,0.23006134969325154,-0.3852695024683525,0.7934364442079973,0.3060977185076915,0.2605,200,34,26,140,40,-0.27201506707362644,0.8239394959838318,0.3836415186547255
drax,,ls-tc-babble5,lowT,lowT,16,True,legacy,rover_freq,rover_cg,0.0,-0.20605427554519676,0.21713562699952793,0.10819007580339962,0.548,200,9,9,182,40,-0.2615813730435369,0.2606321844946586,1.0
drax,,ls-tc-babble5,lowT,lowT,16,True,whisper,rover_freq,rover_cg,-0.02556237218813906,-0.23396071931640525,0.20118047218887516,0.11045994463045021,0.6225,200,9,10,181,40,-0.29236556003470776,0.241043796378794,0.8185458083820434
drax,,ls-tc-babble5,main,main,16,True,legacy,conf,rover_cg,2.4750398523366055,2.0051847027788234,2.9295888490833866,0.23513809946183306,0.0,600,206,62,332,40,1.9508071969979965,3.0273123069194283,1.7790952624344286e-21
drax,,ls-tc-babble5,main,main,16,True,whisper,conf,rover_cg,0.6656127797653715,0.12950514311403905,1.2026509601734998,0.279354072134981,0.011,600,164,125,311,40,-0.1316524629159372,1.4715898840519195,0.04124201235256575
drax,,ls-tc-babble5,main,main,16,True,legacy,mbr,rover_cg,0.696367144894706,0.4099752896611323,0.972432613129988,0.14375856445344165,0.0,600,111,56,433,40,0.3902505337181363,1.0063967125824909,6.526319156879641e-06
drax,,ls-tc-babble5,main,main,16,True,whisper,mbr,rover_cg,-0.9318578916715201,-1.3930336659734563,-0.4773567178745636,0.22908279846896623,1.0,600,95,138,367,40,-1.5722036249233258,-0.3142115673069585,2.125495955754242e-05
drax,,ls-tc-babble5,main,main,16,True,legacy,cm05,rover_cg,1.2333249433677322,0.8563870753639019,1.601357164284643,0.1927638789050497,0.0,600,140,55,405,40,0.8257362125295827,1.680898873236208,5.089544715993919e-10
drax,,ls-tc-babble5,main,main,16,True,whisper,cm05,rover_cg,-0.43264830684749145,-0.9566195905623064,0.06722518127672449,0.2616617098735418,0.9515,600,120,128,352,40,-1.2381628431821599,0.3095803315190969,0.047836340544527046
drax,,ls-tc-babble5,main,main,16,True,legacy,conf,rover_c,2.4834298179377465,2.020501305007684,2.932153428837008,0.23489434927944533,0.0,600,204,58,338,40,1.958152819450274,3.0457610062984277,9.023425614860937e-22
drax,,ls-tc-babble5,main,main,16,True,whisper,conf,rover_c,0.6822530992595058,0.12732063256110956,1.21539063537319,0.2794021218270948,0.009,600,164,121,315,40,-0.12544718748368514,1.4814382079523514,0.038741438852987385
drax,,ls-tc-babble5,main,main,16,True,legacy,conf,rover_freq,2.819028441983388,2.3285063748637245,3.3162505017054786,0.253809458593822,0.0,600,213,50,337,40,2.214372536916981,3.4734593424719917,3.452967371811244e-24
drax,,ls-tc-babble5,main,main,16,True,whisper,conf,rover_freq,0.981778850153923,0.42813826088847934,1.5479045343342135,0.2918550978992344,0.0005,600,174,116,310,40,0.11192561515489884,1.8095422908496746,0.005131039196982259
drax,,ls-tc-babble5,main,main,16,True,legacy,first,rover_cg,7.097910898565316,6.365441665869634,7.812041784412852,0.3793979208158777,0.0,600,364,35,201,40,6.143273456308599,8.099280334247943,5.229756245096639e-56
drax,,ls-tc-babble5,main,main,16,True,whisper,first,rover_cg,5.250020800399367,4.44385033232495,5.993576160084176,0.39887530577122465,0.0,600,321,82,197,40,4.191950525854569,6.3336543375922645,6.567655264339658e-32
drax,,ls-tc-babble5,main,main,16,True,legacy,conf,mbr,1.7786727074418995,1.3290760242628639,2.217522002415268,0.2248031657967847,0.0,600,174,62,364,40,1.3457061910600314,2.202952750959389,8.349866997229116e-15
drax,,ls-tc-babble5,main,main,16,True,whisper,conf,mbr,1.5974706714368916,1.1498831534906748,2.0354191634725702,0.2248907616817442,0.0,600,168,63,369,40,1.1653416808310069,2.0009129911400083,3.072438667459005e-12
drax,,ls-tc-babble5,main,main,16,True,legacy,first,conf,4.622871046228711,3.8700039988854127,5.336038727578044,0.37611561844676883,0.0,600,295,79,226,40,3.813336636641112,5.421031050404578,2.907488979899159e-30
drax,,ls-tc-babble5,main,main,16,True,whisper,first,conf,4.5844080206339965,3.8365888130219763,5.324838464177048,0.3802098642900927,0.0,600,294,74,232,40,3.840012536732299,5.349933746323302,4.93727452018009e-31
drax,,ls-tc-babble5,main,main,16,True,legacy,rover_freq,rover_cg,-0.34398858964678247,-0.5522247554936104,-0.1577961513878644,0.09890111790359567,1.0,600,40,75,485,40,-0.5375710587602989,-0.15860779460376884,0.0006576085990098082
drax,,ls-tc-babble5,main,main,16,True,whisper,rover_freq,rover_cg,-0.31616607038855143,-0.5162848331928328,-0.13233760723315255,0.09702705555588459,0.9995,600,39,73,488,40,-0.5110616825438725,-0.1286511730360123,0.0014804115138909555
drax,,ls-tc-babble5,main,ref,4,True,legacy,conf,rover_cg,0.5033979360684622,0.2512103990467212,0.7543676082594537,0.1300021188512977,0.0005,600,96,52,452,40,0.29913821358678133,0.7155172945540553,0.00013139271800936443
drax,,ls-tc-babble5,main,ref,4,True,whisper,conf,rover_cg,-1.1731425243364673,-1.5773513091946196,-0.7552773663773675,0.21129894791789533,1.0,600,81,129,390,40,-1.7847317597859835,-0.6400015131395761,2.181212724063755e-08
drax,,ls-tc-babble5,main,ref,4,True,legacy,mbr,rover_cg,0.025169896803423106,-0.13417415953004086,0.19347490536564882,0.08412956992515347,0.396,600,43,45,512,40,-0.1366255527988721,0.17168434886579956,0.7508060042687157
drax,,ls-tc-babble5,main,ref,4,True,whisper,mbr,rover_cg,-1.6557117896663616,-2.0286443760433794,-1.288351176440238,0.19387628234322718,1.0,600,40,129,431,40,-2.3154865455465194,-1.0879246920247212,1.764349649305604e-16
drax,,ls-tc-babble5,main,ref,4,True,legacy,cm05,rover_cg,0.20974914002852588,0.03327801672675751,0.3959970650654126,0.09441233101316641,0.009,600,51,35,514,40,0.05614300371274733,0.3759900518753256,0.02653297296008833
drax,,ls-tc-babble5,main,ref,4,True,whisper,cm05,rover_cg,-1.4643481154838174,-1.8375597939701773,-1.09306385859591,0.1959801646005589,1.0,600,46,120,434,40,-2.1089848107059725,-0.8945760812830759,1.0452122000890971e-13
drax,,ls-tc-babble5,main,ref,4,True,legacy,conf,rover_c,0.5285678328718852,0.27929985919594624,0.7732425589939115,0.12719744223500923,0.0,600,93,45,462,40,0.3305427200068721,0.7382353404136023,5.4601720454475817e-05
drax,,ls-tc-babble5,main,ref,4,True,whisper,conf,rover_c,-1.1398618853481988,-1.5512530729360032,-0.7290586494846643,0.20868952330548854,1.0,600,79,124,397,40,-1.7317881683171905,-0.6097277487990435,2.0582799533403916e-08
drax,,ls-tc-babble5,main,ref,4,True,legacy,conf,rover_freq,0.5201778672707442,0.2493078578108893,0.7967269602863931,0.13812580316982673,0.0,600,91,50,459,40,0.27322803560273184,0.7857744783406769,0.0003012024366741074
drax,,ls-tc-babble5,main,ref,4,True,whisper,conf,rover_freq,-1.1398618853481988,-1.561096592807508,-0.7127840851159286,0.21468611840853175,1.0,600,78,130,392,40,-1.7290473107086175,-0.6065526656246685,5.104250479221331e-08
drax,,ls-tc-babble5,main,ref,4,True,legacy,first,rover_cg,0.5789076264787314,0.32494991649151445,0.8286972320707057,0.12677419791288552,0.0,600,109,57,434,40,0.29589121802551366,0.8423902264702272,6.285967261049538e-06
drax,,ls-tc-babble5,main,ref,4,True,whisper,first,rover_cg,-1.1481820450952658,-1.5727585212058355,-0.7398215413536865,0.21359623239394787,1.0,600,89,138,373,40,-1.8609826106447442,-0.5244521763411341,1.0987887295545267e-07
drax,,ls-tc-babble5,main,ref,4,True,legacy,conf,mbr,0.47822803926503904,0.20675416544574463,0.7422993617646646,0.1375221158194074,0.001,600,92,49,459,40,0.24040968749810157,0.7315927583451247,0.0013456488491595201
drax,,ls-tc-babble5,main,ref,4,True,whisper,conf,mbr,0.48256926532989436,0.2072170315735894,0.7521329209576647,0.14172490350785755,0.001,600,89,45,466,40,0.20470263969214392,0.764733408950953,0.001447656951683607
drax,,ls-tc-babble5,main,ref,4,True,legacy,first,conf,0.07550969041026932,-0.2421089198273884,0.3869325268847637,0.15785268757443846,0.3355,600,83,73,444,40,-0.2758031105541408,0.3960966792918449,0.46614299563034933
drax,,ls-tc-babble5,main,ref,4,True,whisper,first,conf,0.02496047924120143,-0.2943434250290034,0.3315752073205636,0.1582359967389483,0.459,600,75,70,455,40,-0.37079733716498137,0.3874261867809792,0.5807086121417978
drax,,ls-tc-babble5,main,ref,4,True,legacy,rover_freq,rover_cg,-0.01677993120228207,-0.14709858917392943,0.10966230887685281,0.06586393417022113,0.6295,600,31,32,537,40,-0.16383008510004246,0.12675368271444365,0.8055405886674938
drax,,ls-tc-babble5,main,ref,4,True,whisper,rover_freq,rover_cg,-0.03328063898826857,-0.16317942882520536,0.09177949299274488,0.06466078066082932,0.7155,600,29,32,539,40,-0.17340515732688977,0.10152120205400807,0.6170750774519738
drax,,ls-tc-white5,lowT,lowT,16,True,legacy,conf,rover_cg,0.8787800465236495,0.39838525569072764,1.3835338057714546,0.24407572656892076,0.0,200,44,19,137,40,0.34327284774394834,1.453347481401106,0.0007073451098345853
drax,,ls-tc-white5,lowT,lowT,16,True,whisper,conf,rover_cg,-1.0480572597137015,-1.817828385179052,-0.33571657755002504,0.39045831470703357,0.999,200,33,45,122,40,-2.0444687277585265,-0.10090079520134636,0.004894389679342419
drax,,ls-tc-white5,lowT,lowT,16,True,legacy,mbr,rover_cg,0.07753941586973379,-0.15238496127897588,0.30389266945155624,0.1185578523605006,0.296,200,12,9,179,40,-0.1119094055335666,0.25629034582179966,0.5126907602619233
drax,,ls-tc-white5,lowT,lowT,16,True,whisper,mbr,rover_cg,-1.9427402862985685,-2.759853852780792,-1.25721560831893,0.3829667431737253,1.0,200,10,42,148,40,-3.0056504924326233,-1.0197726842019081,4.840206582203661e-07
drax,,ls-tc-white5,lowT,lowT,16,True,legacy,cm05,rover_cg,0.15507883173946757,-0.08086580836336327,0.3980690841931899,0.12282237885403292,0.1195,200,12,7,181,40,-0.05604432384618143,0.35087939201224416,0.2008251226951454
drax,,ls-tc-white5,lowT,lowT,16,True,whisper,cm05,rover_cg,-1.8916155419222904,-2.670404659952972,-1.2245146329156704,0.37236016691439555,1.0,200,9,41,150,40,-2.882506795818962,-1.0256417138133536,4.5368231697538883e-07
drax,,ls-tc-white5,lowT,lowT,16,True,legacy,conf,rover_c,0.8270871026104937,0.36358704586552687,1.3040190268598297,0.24169919610187324,0.0,200,40,18,142,40,0.28479896512209263,1.4207791904522233,0.0012625991490639726
drax,,ls-tc-white5,lowT,lowT,16,True,whisper,conf,rover_c,-1.0991820040899796,-1.8705085450209296,-0.3636151617234801,0.39793753891509936,0.9995,200,31,43,126,40,-2.1020691641262914,-0.13905642058828319,0.004309968999585724
